"","q_inv","tpot_inv","lwp","tpot_pbl","pblh","ks","as","cs","rdry_AS_eff","cos_mu"
"1",0.339527130126953,5.93008422851562,3.03333094095771,282.809387207031,57.6550321758994,454809760,296329344,726119.6875,4.87749835928184e-08,0.837343335151672
"2",1.20261371135712,1.67633056640625,39.9559983410876,274.035705566406,129.664174920317,244150000,5202403.5,490242.65625,1.25499723091581e-07,0.309402763843536
"3",7.38567161560059,12.5704650878906,4.85931631265441,296.646759033203,218.687750835918,473543776,5785312,439434.46875,1.19896125413223e-07,0.648943901062012
"4",0.983582496643066,8.58294677734375,102.521369356102,270.231323242188,53.9202059470594,919245760,2932349.75,268917.53125,1.27523218113735e-07,0.278751611709595
"5",1.38833808898926,3.09652709960938,21.6123332265718,286.163818359375,27.7965307719538,43710280,8574001,355011.28125,1.02647101870571e-07,0.847946166992188
"6",1.4468275308609,6.6610107421875,111.310297343714,272.527282714844,174.231934303864,4594675,13685627,1291828.125,1.37868644654346e-07,0.243236780166626
"7",0.693462610244751,15.2460327148438,34.1767458627875,274.148193359375,90.6338947203095,83933080,2984975.5,31394.017578125,9.19495317023968e-08,0.507080674171448
"8",2.4034481048584,9.10159301757812,30.4398126506601,276.445953369141,56.2540137714207,106236080,16041542,36250.9296875,8.00253735371333e-08,0.680825352668762
"9",6.75444746017456,9.842529296875,78.2654281448122,304.672210693359,264.008951634217,69773920,102349432,568790.75,5.04464219751968e-08,0.177269279956818
"10",3.4712963104248,8.59954833984375,28.3190177183481,281.577667236328,90.4276484369551,144463472,305402720,4058986.5,6.9519969364859e-08,0.0023611409123987
"11",11.1624202728271,10.2712097167969,26.4274882167305,306.997009277344,261.607227838556,111713048,151163664,1250968.625,5.66527541465577e-08,0.0316781066358089
"12",10.0705556869507,22.4095764160156,252.472347777776,300.703155517578,310.213370358726,250190816,46417364,2036854.75,9.76909247612343e-08,0.331294178962708
"13",4.418381690979,19.0929260253906,323.498572009198,283.838348388672,310.729822866041,242187952,50222560,1189684.5,1.03019676886226e-07,0.158946231007576
"14",8.29613399505615,12.1589965820312,126.320908011328,305.692596435547,216.48727557483,69865520,88593160,1102805.25,6.90657538352554e-08,0.419272065162659
"15",2.06291747093201,12.0581665039062,207.789259799074,277.741119384766,313.580261855391,456771488,22789808,1881704.875,1.18460586284973e-07,0.28341817855835
"16",1.22593545913696,5.88107299804688,155.766679322097,274.011596679688,165.647316775542,948739776,7164509,594105.375,1.19341982080739e-07,0.092279888689518
"17",9.21266937255859,9.33181762695312,38.2827390713807,302.672302246094,52.9742321365643,158146448,776705472,911982.8125,6.41604833458902e-08,0.160846531391144
"18",5.06289577484131,4.27413940429688,26.4506630939332,296.307891845703,89.9738212991417,78277600,107849384,6465770,1.15329399869593e-07,0.677926421165466
"19",2.2603874206543,15.8684692382812,174.683682587291,276.641510009766,260.846912528282,47669284,46197348,4295504,1.39919362656989e-07,0.474251389503479
"20",6.60543918609619,11.6214599609375,59.8178396809461,296.631561279297,131.361965632121,40399408,78245392,354152.34375,6.10595565488038e-08,0.921256482601166
"21",3.52512645721436,4.37350463867188,10.8519139399257,294.501098632812,55.7152981975325,193461472,164783648,964968.125,7.46280029279162e-08,0.500477373600006
"22",1.53620147705078,11.374755859375,76.0344214492507,282.173828125,55.7748881969318,252573648,30866026,563119.75,1.02494777259921e-07,0.882392168045044
"23",8.1324348449707,12.822265625,6.77151172136211,299.602569580078,218.712561045846,10289100,29267044,577388.6875,7.70671270213561e-08,0.855498135089874
"24",4.99327182769775,10.7114868164062,12.4582441798351,303.079040527344,310.048904914209,162223696,29779896,137572.328125,5.98708490944067e-08,0.666876673698425
"25",8.91835498809814,11.810791015625,141.691670192206,302.05029296875,218.630190164334,63720664,160526048,1712930,7.07397078251814e-08,0.185450300574303
"26",3.07264518737793,5.83383178710938,8.00285417212351,290.105194091797,131.118558786676,406569536,56888308,1044062.8125,8.29516229212325e-08,0.337272167205811
"27",5.09110164642334,11.2379150390625,44.7253331085685,285.673126220703,93.2315240888152,127565944,61864536,1009687.875,8.26459972808416e-08,0.681347131729126
"28",2.240149974823,4.8319091796875,40.5637870482721,281.318267822266,90.728171561045,104677696,38080216,3248622.25,1.33996076530267e-07,0.542748928070068
"29",8.38398933410645,17.5313720703125,21.990468393412,300.469268798828,311.818244608764,61995664,18399088,875581.75,1.01660194618902e-07,0.672547399997711
"30",2.1786003112793,6.16848754882812,90.6795716704154,273.886657714844,128.53710877187,230512624,27899824,447288,7.56388834233236e-08,0.678428471088409
"31",5.89511299133301,7.77023315429688,6.40921554936813,301.377777099609,173.424141578155,78144600,145562032,1407370.125,5.7956772832971e-08,0.80093902349472
"32",0.830646514892578,10.4121398925781,23.0091353685572,282.208282470703,130.980325353384,549777216,12348554,315812.25,8.64431164520734e-08,0.692150831222534
"33",3.93604373931885,3.39663696289062,38.3607785003126,289.579864501953,55.7973429084806,401171264,50711932,1830541.625,9.6454501207775e-08,0.102548725903034
"34",3.79193782806396,9.82608032226562,191.410386367268,293.892517089844,311.558609105366,426933472,10706178,923766.6875,1.26269673940267e-07,0.504354238510132
"35",6.28312110900879,2.92105102539062,13.38799456109,300.441711425781,90.2565745905176,145936000,50004024,2644957,1.08308977503369e-07,0.662980139255524
"36",4.92527294158936,3.05789184570312,22.303640734742,296.240783691406,90.6638027731416,264648672,85944984,1303830.75,7.7385702722938e-08,0.526761531829834
"37",1.21313571929932,6.16567993164062,95.4922893532479,281.212707519531,214.288255145171,705198592,164724800,743422.9375,7.99310434626315e-08,0.0891300737857819
"38",5.87169504165649,9.68743896484375,34.1205202454082,305.256530761719,263.884704192927,71952152,27622980,443545.5625,7.4615285738902e-08,0.827448844909668
